CSZJJ,Taisho No.,terminology,error,notes
放光經,T 221 (6),"般若經, 三藏, 摩訶, 般若波羅蜜, 品, 三千大千剎土, 四天王, 諸天子, 釋提桓因, 首陀會天, 世尊, 尊者, 須菩提, 菩薩, 菩薩摩訶薩, 阿耨多羅三耶三菩意, 生死界, 功德, 拘翼, 薩云若意, 色, 無常, 苦, 空, 非身, 痛, 想, 行, 識, 六情, 六性, 五陰, 淨, 寂, 癡, 愛習, 十二因緣, 滅, 眾苦, 三十七品, 佛十八法, 檀波羅蜜, 尸波羅蜜, 羼波羅蜜, 惟逮波羅蜜, 禪波羅蜜, 法法相續, 耆年, 佛, 如來, 無所著, 等正覺, 弟子, 六波羅蜜, 阿惟三佛, 一空, 無有二, 內外空, 有無空, 三昧門, 陀隣尼門, 聲聞乘, 辟支佛乘, 薩云若, 須陀洹, 阿羅漢, 辟支佛, 苦樂, 淨不淨, 我非我, 空不空, 滅不滅, 寂不寂, 第十地, 阿惟越致地, 五通, 神通, 阿僧祇佛國, 眾生, 幢幡, 香華, 繒蓋, 阿耨多羅三耶三佛, 五眼, 肉眼, 天眼, 法眼, 慧眼, 佛眼, 三昧, 四無礙慧, 四無所畏, 佛十種力, 四等心, 大慈大悲, 三十二大士之相, 八十種好, 八輩事, 斯陀含, 般泥洹, 阿那含, 阿羅漢證, 無餘泥洹, 菩薩地, 道事慧, 轉法輪, 四神足, 恒邊沙劫, 三毒, 幻化人, 夢, 幻, 泥洹, 舍利弗, 大目揵連, 摩訶拘絺羅, 摩訶迦旃延, 邠耨文陀尼子, 大迦葉, 阿難, 阿惟越致菩薩摩訶薩, 見諦阿羅漢, 善知識, 善男子, 善女人, 信樂, 無相, 無願, 無所生, 無所滅, 寂淨, 緣起, 三乘, 總持, 十住道地, 吾我, 知見, 壽命, 薩云若慧, 法雨, 阿迦膩吒天, 閱叉, 比丘僧, 供養, 敷坐, 法數, 空色, 增五陰, 減五陰, 梵王, 梵天, 眷屬, 婇女眾, 法, 提和竭佛, 花嚴國, 阿僧祇劫, 釋迦文, 無上士, 道法御, 天人師, 比丘, 比丘尼, 優婆塞, 優婆夷, 魔, 魔天子, 非人, 忉利天, 炎天, 兜術天, 尼摩羅天, 波羅尼蜜天, 阿波會天, 首訶既那天, 菩薩來往因緣, 三惡趣, 天人, 十善, 四禪, 四空定, 剎利, 長者, 婆羅門, 轉輪聖王, 教授眾生, 淨佛國土, 佛世尊, 三寶, 阿須倫, 世間人, 興, 三耶三佛, 漚惒拘舍羅, 佛剎, 善本, 家成就, 父母成就, 生成就, 眷屬成就, 相成就, 光明成就, 眼成就, 耳成就, 三昧成就, 陀羅尼成就, 降眾生, 異學外道, 部界, 貪, 諍, 惡戒, 鬪訟, 怨恚, 懈怠, 亂意, 惡智, 生死恩愛, 拔擢, 勸助安立, 度脫, 地處魔, 威德, 婬, 怒, 癡, 無黠, 我見, 人見, 眾生見, 盡見, 常見, 無垢見, 無有見, 眾邪見, 嫉惡戒見, 瞋恚見, 樂想, 淨想, 我想, 恩愛行, 增益五根, 嫉妬, 殺生, 慈, 不與取, 盜, 清淨, 妄語, 麤言, 惡口, 綺語, 邪見, 正見, 根, 力, 道品, 三三昧, 八惟無禪, 九次第禪, 如來十力, 智慧, 布施, 持戒, 精進, 忍辱, 一心, 貪嫉, 毀壞諸根, 覆面舌相, 菩薩具足行身, 度羅漢辟支佛地, 波羅蜜, 貢高, 吾我想, 施想, 物想, 受施者想",,
放光經,T 221 (7),"摩訶般若波羅蜜,般若經,三藏,佛,六波羅蜜,婬欲,恚,癡,邪見,習緒,恩愛,薩云若,無上,五陰,阿耨多羅三耶三佛,如來,無所著,等正覺,阿惟三佛,阿迦膩吒天,道場,眾生,三乘,般泥洹,舍利,福,薩云若慧,三十七品,佛十八法,三昧門,陀隣尼門,菩薩摩訶薩,菩薩,大慈大悲,須陀洹,羅漢,辟支佛,三尊,法,比丘僧,比丘,僧,布施,持戒,忍辱,精進,禪,空,內外空,有無空,三脫門,八惟無,九次第禪,六通,四等,四空定,四無礙慧,阿惟越致地,漚惒拘舍羅,禪波羅蜜,惟逮波羅蜜,羼波羅蜜,尸波羅蜜,檀波羅蜜,此岸,彼岸,四天下,小千國土,中千國土,三千大千國土,剎土,恒邊沙剎土,五戒,十善,四諦,佛十種力,四無所畏,道,如來五眼,聲聞,佛乘,三寶,轉法輪,淨佛國土,法性,法位,真際,如,魔,四輩弟子,欲天子,色天子,阿須倫眾,忉利天,無餘泥洹,六情,緣起,金剛三昧,三界,十二部經,有為法,無為法",,
放光經,T 221 (8),"放光般若經,摩訶般若波羅蜜,釋提桓因,閻浮提,十善,拘翼,世尊,般若波羅蜜經,無漏之法,羅漢,辟支佛,菩薩道,阿惟三佛,三十七品,空,三脫門,四諦,內外空,有無空,佛十種力,三惡趣,須陀洹,斯陀含,阿那含,阿羅漢,阿耨多羅三耶三菩意,續佛種,菩薩,四天王,無思想無思想慧天,薩云若,四天下,小千天下,中千天下,三千大千國土,恒邊沙國土,四禪,四等,四空定,五神通,五波羅蜜,檀波羅蜜,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,智,六波羅蜜,菩薩摩訶薩,二事,不二,五陰,十二衰,十八性,六衰,四無所畏,四無礙慧,佛十八法,法施,供養施,聲聞,緣覺,聲聞、辟支佛乘,彌勒菩薩,阿耨多羅三耶三菩,般泥洹,法滅盡,善本,無漏之戒,無戒善本,三昧之福,智慧之福,解脫之福,見解脫慧之福,大慈大悲,阿僧祇,顛倒想,無常,苦,無我,虛空,道意,善知識,法空,亡所信,阿惟越致,空相,法性,無相,菩薩宗,無所著,等正覺,阿須倫,真陀羅,摩睺勒,首陀會諸天,漚惒拘舍羅,不二入,梵迦夷天,阿迦膩吒天,代其歡喜,戒品,三昧品,智慧品,解脫品,解脫見慧品,無所取,無所捨,無縛無脫之法,無縛法,無所敗法,無所壞法,泥洹,邪求,功德,諸法,法",,
放光經,T 221 (9),"放光般若經,三藏,摩訶般若波羅蜜,舍利弗,佛,世尊,般若波羅蜜,三界,三十七品,五荒見蔽者,邪徑,正導,薩云若,習緒,菩薩,佛法,生死,五波羅蜜,三轉十二事,法輪,辟支佛,阿羅漢,須陀洹,十善,四禪,四等,四空定,五通,內外空,有無空,佛十種力,十八法,釋提桓因,拘翼,菩薩摩訶薩,漚惒拘舍羅,五陰,六波羅蜜,阿耨多羅三耶三菩,泥犁,無所著,等正覺,佛國,聲聞,淨佛國土,善男子善女人,慢意,無黠,斷薩云若,畜生,炎樓,薜荔形,貧家,殺人家,魚獵家屠殺家,下賤乞匃人家,盲聾瘖瘂不能言,邊地無佛無法無弟子處,五無間罪,沙門,正見,魔所使,惡知識,瞋恚,貢高,訾蔑,色,痛,想,行,識,六情,色聲香味細滑法,十八性,十二因緣,懈怠,慧進,亂志,道,果,吾我,婬怒癡,栽,覺,愛,受,有,生,死,有為,無為,泥洹,福,法性,真際,不可思議,無所作,常無常,苦樂,淨不淨,好不好,縛解,眼耳鼻舌身意,幻人,僧那僧涅,三千大千剎土,恒邊沙,空寂,空,無相,無願,戒性,三昧性,智慧性,解脫性,見解脫慧性,三寶,比丘,梵天王,四天王,首陀會天,彌勒菩薩摩訶薩,賢劫,法師,六齋,三惡趣,人天道,大姓梵志長者家,三十三天,斯陀含,阿那含,四無所畏,欲界,形界,無形界,法身,天子,閻浮提,無所從生法忍,空空",,
放光經,T 221 (10),"放光般若經, 三藏, 摩訶般若波羅蜜, 須菩提, 佛, 世尊, 般若波羅蜜, 諸法, 空, 不生, 生死, 無著, 法性, 無住, 無婬, 無恚, 不癡, 冥, 無有垢, 狐疑, 眾生, 聲聞, 辟支佛, 佛地, 無常, 苦, 無有我, 無有想, 內空, 外空, 內外空, 空空, 大空, 至竟空, 無為法, 有為空, 有為法, 常空, 無有際空, 所作事空, 性空, 諸法空, 自相空, 有無空, 四意止, 身痛意法, 四意斷, 神通, 四神足, 五根, 五力, 七覺意, 無願, 無相, 脫, 八惟無, 九次第禪, 檀, 戒, 羼, 惟逮, 禪, 慧, 十力, 通事慧, 分別智, 一切慧無礙, 佛法, 如來, 真知識, 功德, 菩薩, 阿惟越致, 薩云若慧, 薩云若, 道慧, 習緒, 轉法輪, 須陀洹, 斯陀含, 阿那含, 阿羅漢, 三耶三菩, 比丘僧, 四無所畏, 五陰, 眼耳鼻舌身意, 色聲香味細滑法, 十二衰, 過去五陰, 當來五陰, 現在五陰, 菩薩摩訶薩, 阿耨多羅三耶三菩, 記莂, 辟支佛地, 諸天, 施與, 仁愛, 利人, 同義, 十善, 四禪, 四空定, 佛國土, 陀隣尼門, 童真地, 淨潔行地, 魔波旬, 佛眼, 惡趣, 比丘, 比丘尼, 優婆塞, 優婆夷, 四輩學士, 泥曰, 生老病死, 發意, 六衰, 眾僧, 精進, 魔事, 辯才, 三脫門, 道法, 俗法, 轉輪聖王, 凡夫, 摩尼寶, 漚惒拘舍羅, 三十七品, 六波羅蜜",,
放光經,T 221 (11),"般若經,三藏,摩訶般若波羅蜜,品,佛,須菩提,法師,魔事,供養,少欲知足,守戒,精進,禪定,阿練寂晏,十二法,犯律,施與,十二部經,六波羅蜜,六度,漚惒拘舍羅,陀隣尼,五陰,蓋,五蔽,三惡趣,阿耨多羅三耶三菩,羅漢,辟支佛,魔波旬,沙門,比丘,受記莂,狐疑,真際之證,須陀洹,菩薩,內空,外空,有無空,三十七品,三脫門,如來,薩云若,佛法,諸法盡空,閻浮提,愚癡,善本,真知識,無所著,等正覺,佛事,阿惟越致菩薩摩訶薩,摩訶薩,佛眼,薩云若慧,五波羅蜜,十力,十八法,斯陀含,阿那含,阿羅漢,三耶三佛道,阿惟三佛,菩薩之母,世間之大明,空,無相,無願,有為,無為,眾生,欲界,形界,無形界,三界,婬怒癡,五眼,如,如如,無作如,無相如,無進如,無戲如,無我如,無猗如,八惟無禪,九次第禪,四無礙慧,四等心,四無所畏,大慈大悲,道法俗法,有漏無漏之法,一如,漏盡羅漢,相,無相,無願相,無行之相,無生滅相,無著無斷相,無所有之空相,無所依相,虛空之相,龍,鬼神,阿須倫,檀波羅蜜,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,般若波羅蜜相,四禪,四空定,苦相,寂相,淨相,無願脫門,無所共相,無礙慧,比丘尼,優婆塞,優婆夷,漏盡意解,遠塵離垢,法眼生,無所從生法忍,賢劫,轉輪聖王,弟子法,辟支佛法,諸菩薩法,諸佛法,不受不入,三耶三佛,聖賢,泥洹,三乘,聲聞,兜術天上,彌勒菩薩,六通,二地,信樂,淨佛國土,貢高,彼岸,此岸,吾我念,十二衰,十八性,十惡之法,十二因緣,癡,愛,吾我根本,六十二見,不可思議,不可稱量,不可限,無有與等",,
放光經,T 221 (12),"HTTP error occurred: 500 Server Error: Internal Server Error for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=AIzaSyAtsMSj9zZu2zmMWvGRvIyQcx1O58WL-ss - Response: {
  ""error"": {
    ""code"": 500,
    ""message"": ""An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting"",
    ""status"": ""INTERNAL""
  }
}
",,
放光經,T 221 (13),"HTTP error occurred: 500 Server Error: Internal Server Error for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=AIzaSyAtsMSj9zZu2zmMWvGRvIyQcx1O58WL-ss - Response: {
  ""error"": {
    ""code"": 500,
    ""message"": ""An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting"",
    ""status"": ""INTERNAL""
  }
}
",,
放光經,T 221 (14),"三藏,摩訶般若波羅蜜,世尊,菩薩摩訶薩,般若波羅蜜,空三昧,無相三昧,無願三昧,三十七品,五陰,欲界,色,無色界,空法,三三昧,根,力,覺意法,聲聞證,薩云若,須陀洹,羅漢,辟支佛,四等,大慈大悲,十種力,四無所畏,十八法,漚惒拘舍羅,功德,阿耨多羅三耶三菩,阿惟三佛,真際,如,法性,本空,自空,三脫,厭,願志,無端緒之法,三脫門,內空,外空,有無空,我想,人想,壽命想,見知想,四禪,四空定,四無礙慧,四顛倒,常想,淨想,樂想,無常,不淨,無樂,無我,佛三昧,倚著,吾我,六衰,滅,無所作,無所生,無所有,受記莂,阿惟越致菩薩,諸地,三界,壞三界,四輩之眾,變化神通,佛土,泥犁,薜荔,禽獸,三惡趣,魔波旬,威神,魔事,五陰如,真知識,沙門十二法,同學,魔之眷屬,邪見,勞垢,顛倒行,邪福,爭,怨恚,三惡之業,却若干劫,僧那,苦厄,檀波羅蜜,等學,道,消五陰,五陰不染,滅五陰,不生五陰,諸學表,第一學,尊業,三合十二法輪轉,不斷佛種,開甘露法門,無為法,下劣之人,生死之根,邊地,栴陀羅家,十惡,邪以自生活,長壽天,禪計,凡夫愚人,遮迦越羅福,粟散小王,入薩云然,入羅漢、辟支佛道,嫉意,犯戒意,恚意,亂意,懈怠意,愚癡意,三毒意,疑意,無生法,總持,六十二見,摩尼寶,法性常住,增,減,非一非二,無所從生法忍,摩訶衍慧,釋提桓因,甚深微妙,不可思議,本淨,書持學者,閻浮提,五通,阿須倫,佛名號,道場,四鉢,須焰天子,兜率天子,尼摩羅天,波羅尼蜜天,首陀會諸天,佛事,三千大千國土,狐疑,惡知識,阿難,三乘,十善地,賢聖之表,薩云然種地,大徑路",,
放光經,T 221 (15),"阿那含,阿難,阿耨多羅三耶三菩,阿閦如來,阿僧祇,阿須倫,阿惟越致地,阿惟越致菩薩,阿羅漢,愛,安立眾生,八惟無禪,般若波羅蜜,寶造菩薩,薜荔,辟支佛,比丘,比丘僧眾,不害眾生命,不犯不與取,不犯梵行,不犯十戒,不可思議,不倚二地,不[打-丁+此],布施,菩薩,菩薩三昧,佛,佛法,佛剎,佛十種力,佛道,分別,梵行,梵釋,放光般若經,甘露地,揵沓和,廣長舌相,國土,恒邊沙,幻,幻人,有,有常有無常,有苦有樂,有我無我,有淨無淨,有為,有為空,有無空,恚恨,寂,劫,戒身口意,解脫,甄陀羅,淨佛國土,精進,九次第禪,拘翼,苦行,空,空空,老病死憂悲勤苦,六波羅蜜,六度之法,六入,六衰,摩訶般若波羅蜜,摩睺勒,滿法闍三昧,曼陀羅花,盟誓,冥,妙樂佛國,名色,魔,魔波旬,中道取證,泥洹,泥犁,內外空,內空,善本功德,善知識,善男子,善女人,聲聞,聲聞辟支佛法,生,舍利弗,神足變化,師子奮迅三昧,十八法,十八性,十惡,十住,十善,十二緣起,識挽菩薩,首陀會諸天,受記莂,須菩提,須陀洹,順忍,斯陀含,薩云然,三寶,三界,三昧,三昧越,三千大千剎土,三事淨施,三脫門,三乘,隨喜,貪嫉,檀波羅蜜,刀仗支解,大慈大悲,大明,大乘,大空,大龍,逮覺,兜術天上,地,等法,等正覺,得自在,得等解脫,陀羅尼,天耳徹聞二聲,天眼見眾生所得報應隨行善惡,天上,天子,癡,癡際,總持,轉法輪,轉還者,五陰,五情,五趣,五神通,無,無對,無蓋之蓋,無堅固,無漏法願,無滅,無生,無生者,無生死,無所從生,無所得法,無所得行,無所愛惜,無所著,外空,威神,惟逮波羅蜜,我,邪見,行性空,意知眾生念,已出解慧,已度諸願,悉捨重擔,一生補處菩薩,意已得脫,有以無,正士,至竟無底空,諸法等,諸法淨,諸法無所生,諸好,諸漏已盡,殖諸善本",,
放光經,T 221 (16),"HTTP error occurred: 500 Server Error: Internal Server Error for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?key=AIzaSyAtsMSj9zZu2zmMWvGRvIyQcx1O58WL-ss - Response: {
  ""error"": {
    ""code"": 500,
    ""message"": ""An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting"",
    ""status"": ""INTERNAL""
  }
}
",,
放光經,T 221 (17),"放光般若經,三藏,摩訶般若波羅蜜,教化眾生,須菩提,菩薩摩訶薩,薩云若,初發意,尸波羅蜜,婬怒癡,諸法相空,無所有,無為,漚惒拘舍羅,淨佛國土,般若波羅蜜,四禪,四等,四無形禪,禪福,觀行淨,須陀洹,阿羅漢,三十七品,二地,無所從生法忍,八惟無,九次第,佛十力,四無所畏,四無礙慧,佛十八法,大慈大悲,世尊,五陰,六波羅蜜,三脫門,逮覺,戲言,四諦,辟支佛,菩薩十住,習緒,上菩薩位,金剛三昧,聲聞,八地,斯陀含,阿那含,佛地,阿耨多羅三耶三菩,阿惟三佛,三乘,道慧,泥犁,薜荔,畜生,真陀羅,摩睺勒,諸龍,閱叉,四天王,三十三天,四空定,法相,虛空,內空,外空,有無空,賢聖法律,最義,如來,無所著,等正覺,戒行,欲界,色界,無色界,一相無相,無相度,六情,不淨,三尊,三福,滅盡,安般守意,無常相,苦相,非我相,四顛倒,十二因緣,吾我,壽命,知見相,十慧,貪,著諸有,三惡處,順忍,六衰,愛,受,有,生,死,憂悲勤苦,六通,一合相智,五通,檀波羅蜜,布施,財施,三昧,智慧,解脫,見解脫慧,忍,羼波羅蜜,精進,惟逮波羅蜜,善惡法,有漏無漏法,賢法愚法,三界法,有為無為性法,僧,施,天念,六念,道行,佛法,比丘僧,著斷,般泥洹,十住,諸魔魔天,八十種好,道場,二忍,神通,神足,善本法,三倒,十二法輪轉,禪波羅蜜,電光三昧,真禪三昧,諸陀隣尼門,福田,阿須倫,幻法,無所得法,世俗數,法性教,真際教,幻,響,夢,影,熱時焰,化,無相,賢聖無漏法,轉輪聖王,化佛,一劫,佛國土",,
放光經,T 221 (18),[],The file '/Users/alexamies/buddhist-dictionary/corpus/taisho/t0221_18txt' was not found.,
放光經,T 221 (19),"摩訶般若波羅蜜,品,菩薩摩訶薩,六波羅蜜,三十七品,佛十種力,四無所畏,四無礙慧,佛十八法,十八空,菩薩道,阿耨多羅三耶三菩,般若波羅蜜,漚惒拘舍羅,檀波羅蜜,五陰,三乘,凡夫,聲聞,辟支佛,三耶三佛,十二衰,布施,持戒,忍辱,精進,一心,智慧,賢聖,二諦,五趣,三界,有為,無為,生死,法相空,顛倒,阿惟三佛,四禪,四等,四空定,三脫門,八惟無,九次第禪,金剛三昧,佛土,遮迦越羅,四事攝取眾生,尸波羅蜜,禪波羅蜜,惟逮波羅蜜,無漏之意,薩云若,俗法,漏無漏,十住,法性,三十二相,八十種好,十惡,二地,邪見,婬怒癡,三千大千國土,三尊,空,無相,無願,正法,真知識,吾我見,六十二見,邊際,有常,佛乘,初發意菩薩,阿惟越致,長壽天,邊地,大慈大悲,善本功德法,坐道場,習緒,四雙八輩,無漏之慧,神通,天眼,天耳,神足,知他人意,自知所從來生死之事,四意止,四意斷,四神足,五根,五力,七覺意,賢聖八品道,陀隣尼門,轉法輪,四諦,苦,習,盡,道,真際,種性住,滅盡定,四天王,四顛倒,須陀洹,斯陀含,阿那含,羅漢,無常,無我,空無之法,著斷,無形,因緣,五道,惡趣",,
放光經,T 221 (20),"放光般若經,三藏,摩訶般若波羅蜜,諸法,須菩提,世尊,佛,法性,真際,菩薩,空,阿耨多羅三耶三菩,六波羅蜜,神通,慧度,四禪,四等,四空定,三十七品,三脫門,八惟無,九次第禪,十力,佛十八法,三十二相,八十種好,陀隣尼門,薩云若,有為,泥洹,顛倒,甘露地,漚惒拘舍羅,第一義,俗數,如來,等覺,等正覺,聖賢,聲聞,辟支佛,佛寶,法寶,比丘僧寶,三惡趣,人道,三十三天,內外空,所有無所有空,大士,五陰,色法,痛想法行法,識法,眼法,耳法,鼻法,舌法,身法,意法,地,水,火,風,婬,怒,癡,六十二見,四無畏,四無礙慧,無為,菩薩位,二地,佛剎,殖眾善本,淨佛國土,四恩,吾我,四大相,十二衰相,不有為界,幻師,須陀洹,羅漢,佛諸習緒滅,不起不滅,泥洹非化,雷音如來,梵清淨之行,生死苦,無相,無願,惡知識,善知識,魔波旬,五樂,金剛,無我無人壽命,長者,三千大千國土,波曇花,分陀利花,拘文羅花,優鉢利花,阿惟越致,法上菩薩,僧那僧涅,不思議淨戒,轉法輪,帝釋,供養,三昧門,恒邊沙,比丘僧,釋迦文,薩陀波倫菩薩,嘱累品,尊道之御,彌勒菩薩,舍利弗,大目犍連,分耨文陀尼子,摩訶拘絺羅,摩訶迦旃延,阿難,阿須倫,經行,三垢",,
放光經,T 221 (1),"放光般若經, 三藏, 摩訶般若波羅蜜, 聞如是, 佛, 羅閱祇, 耆闍崛山, 比丘, 阿羅漢, 漏已盡, 優婆塞, 優婆夷, 菩薩, 摩訶薩, 陀隣尼, 空行三昧, 三昧, 無相, 無願, 等忍, 無罣礙陀隣尼門, 五通, 深法忍, 精進力, 魔行, 死地, 阿僧祇劫, 幻, 夢, 響, 光, 影, 化, 水中泡, 鏡中像, 熱時炎, 水中月, 慧, 持忍, 佛國, 補處, 世尊, 高座, 結跏趺坐, 正受定意, 三昧王, 天眼, 三千大千國土, 恒邊沙, 無上正真道意, 如來, 無所著, 等正覺, 法, 廣長舌, 千葉寶華, 六波羅蜜, 說法, 師子座, 師子遊戲, 神足, 六反震動, 地獄, 餓鬼, 蠕動之類, 八難處, 天上, 人中, 第六天, 宿命, 稽首, 三惡趣, 十善, 梵事, 第三禪, 師子床, 山王須彌, 首陀會天, 梵天, 釋天, 四王天, 供養, 幢幡, 繒綵, 華蓋, 閻浮提, 沙訶國土, 釋迦文佛, 總持, 律行, 善男子, 善女人, 忍界, 問訊, 諸比丘僧, 文殊師利, 魔, 龍, 鬼神, 沙門, 婆羅門, 舍利弗, 新發意者, 一切諸法, 布施, 檀波羅蜜, 罪, 福, 尸波羅蜜, 恚意, 羼提波羅蜜, 身口常精進, 意不懈怠, 惟逮波羅蜜, 六情, 禪波羅蜜, 四意止, 四意斷, 四神足, 五根, 五力, 七覺意, 賢聖八品道, 空三昧, 無相三昧, 無願三昧, 四禪, 四等, 四無形三昧, 八解禪, 九次第禪, 九相, 新死相, 筋纏束薪相, 青瘀相, 膿相, 血相, 食不消相, 骨節分離相, 久骨相, 燒焦可惡相, 念佛, 志法, 志比丘僧, 志在施戒, 志在安般守意, 無常, 苦, 空, 無我, 人想, 無所樂想, 無生滅想, 無道想, 無盡想, 無所起想, 善想, 法想, 覺意三昧, 無畏三昧, 有想有畏, 無想無畏, 亦無想亦無畏, 八患, 十二衰, 佛十力, 十八法, 四無所畏, 四無礙慧, 大慈, 大悲, 薩云若, 生死, 習緒, 菩薩位, 聲聞, 辟支佛地, 阿惟越致地, 六通, 功德, 見解脫慧, 大士, 三十二相, 八十種好, 菩薩種姓, 鳩摩羅浮, 道, 內空, 外空, 大空, 最空, 空空, 有為空, 無為空, 至竟空, 無限空, 所有空, 自性空, 一切諸法空, 無所猗空, 無所有空, 諸法如, 諸法性, 諸法真際, 須彌大山, 鉢, 無餘泥洹, 慧方便, 無所猗法, 無瞋無喜, 狐疑, 有為, 無為, 法相, 覺滅際, 內眷屬, 菩薩眷屬, 無相施, 惡意, 亂意, 惡智, 念, 五眼, 肉眼, 智眼, 法眼, 佛眼, 天耳, 阿耨多羅三耶三菩, 剎土, 十二部經, 諷誦, 三寶音, 正見, 罪地, 人身, 戒行, 斯陀含, 阿那含, 佛威儀, 道事俗事, 輪跡, 阿迦膩吒天, 佛樹, 金剛, 轉法輪, 遠塵離垢, 諸法法眼淨, 漏盡意解, 壽命無量, 般泥洹, 婬怒癡, 四鉢, 阿須倫種, 梵行, 色欲, 犯欲, 行道者, 童男行, 漚惒拘舍羅, 五欲, 出家, 五陰, 色陰, 痛陰, 想陰, 行陰, 識陰, 不生不滅, 無著無斷, 假號, 吾我, 無眾生, 無人, 無作無造, 無成者, 無受者, 無授者, 無見無得, 無所出生, 無有差別, 不出不生, 道法因緣, 辟支佛, 阿惟三佛, 福田, 五戒, 八齋, 三十七品法, 報施恩, 十善之法, 色, 痛, 想, 行, 識, 眼耳鼻舌身意, 色聲香味細滑識法, 眼色識, 耳聲識, 鼻香識, 舌味識, 身細滑識, 法性識, 四諦, 十二因緣, 癡, 所作行, 名色, 六入, 栽, 愛, 受, 有, 生, 死, 七空合, 生五陰法, 滅五陰法, 著五陰法, 斷五陰法, 色聲香味細滑法, 十八性, 有我無我, 無底空, 諸法相空, 生空, 無生空, 真空, 偽空, 如, 真際, 神通, 徹視, 徹聽, 知他人意, 自知宿命, 普慈, 三昧門, 受莂, 眾生相, 起滅, 空行, 大慈大悲, 嫉慢意, 亂怠意, 惡智意",,
放光經,T 221 (2),"放光般若經,三藏,摩訶般若波羅蜜,菩薩摩訶薩,般若波羅蜜,兜率天上,佛國,人道,陀隣尼,三昧門,眾智門,智慧,深法要,阿惟越致,世尊,漚惒拘舍羅,四禪,六波羅蜜,禪福,長壽天,四等意,四無形禪念,三十七品,大慈大悲,拔陀劫,覺者,梵志家,迦羅越家,四王天,忉利天,第六天,梵天,轉法輪,一生補處菩薩,空,無相,無願,三昧,兜術天,阿惟三佛,六神通,欲界,形界,無形界,佛剎,聲聞,辟支佛,三尊,四清淨,佛十八法,三界,菩薩位,阿惟越致地,般泥洹,無餘界,阿僧祇劫,檀波羅蜜,尸波羅蜜,羼波羅蜜,惟逮波羅蜜,禪波羅蜜,解脫禪定,無思想慧禪,蒱佉闍三昧,小道,道慧,一生補處,道場,降致魔,大士三十二相,三乘法,十善之行,遮迦越羅,法化,摩訶目揵連,須菩提,摩訶迦葉,優婆塞,優婆夷,法度,空無相度,有無空度,龍,鬼神,阿須倫,轉輪聖王,四大天王,須陀洹道,羅漢,佛道,廣長舌相,三千大千世界,恒沙國,釋迦文,沙訶,忍界,阿閦佛國,比丘,阿難,彌勒佛,沙門,沙訶樓陀剎土,莊嚴王如來,無所著,等正覺,大弟子,佛威神,佛子,色痛想行識,六情,十八性,佛十種力,四無所畏,不共,阿耨多羅三耶三菩,薩云若,慧眼,肉眼,天眼,法眼,佛眼,閻浮提,四天下,千世界,二千世界,三千世界,有為法,無為法,道法,俗法,堅信堅住於法,無相之脫立,無願之脫立,五根,不中止定,解脫慧,三礙,有身礙,狐疑礙,邪信礙,須陀洹,婬怒癡,斯陀含,阿那含,五愛,色愛,無色愛,癡愛,恨戾愛,亂志愛,空脫,五力,功德,信根,精進辦根,王者家,受決,漏盡之證,色聲香味細滑法,無上正真道意,正真道意,無上尊度,空無相無願,三惡趣,六波羅蜜中調伏眾生,四部眾,覺華如來,有為性,無為性,權法數,字法,吾我,十二因緣,地水火風空,癡,行,識,名色,六入,栽,覺,愛,受,有,生,死,六衰,如,常,無常,我所,苦,無我,寂,寂靜,不著不斷,法性,真際,善惡之法,有漏無漏,意識法,四等心,學意三昧,四空定,師子遊步三昧,師子奮迅三昧,首楞嚴三昧,海寶三昧,月幢三昧,諸法普至三昧,觀印三昧,真法性三昧,作無垢幢三昧,金剛三昧,諸法所入門三昧,三昧王三昧,王印三昧,力淨三昧,諸法所入真辯才三昧,諸法言所入照十方三昧,諸法陀隣尼門印三昧,不妄諸法三昧,諸法都聚印三昧,虛空所止三昧,淨三昧,處三昧,不起神通三昧,作上幢三昧,法施,空寂,聲聞、辟支佛地,菩薩頂諍,法愛,無常、苦、空、非我,無為證,菩薩順道,內空,外空,空空,大空,最第一空,有為空,無為空,無邊際空,作空,性空,自空,諸法空,無空,有空,無有空,意性廣大而清淨,塵勞,六十二見,無意意,般若波羅蜜本無品,佛志,法志,僧志,戒志,施志,天志,安般志,死志,無漏,如夢,如響,如光,如影,如幻,如炎,如化,彼岸,不中道般泥洹,先尼,解信要,空性之慧",,
