CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
十住斷結經,T 309 (1),False,False,False,False,False,False,False,False,False,"The text, a translation from the Yao-Qin era, consistently employs a formal, classical Chinese style. It does not contain any of the specified vernacular elements. Prefixes 阿 (ā) and 老 (lǎo) are not used in a vernacular sense (阿 appeared only in transliterations like 阿須倫, 阿羅漢, and 老 appeared in compounds like 老死). The suffix 兒 (ér) is absent. There are no instances of reduplicated nouns. The pronouns 渠 (qú), 他 (tā), and 這 (zhè) are not present; instead, classical demonstratives like 是 (shì), 此 (cǐ), and 斯 (sī) are used, and '他' appears only meaning 'other'. The verb 道 (dào) for 'to say' is also absent; the text uses terms like 佛言 (fóyán), 佛告 (fógào), 白佛言 (báifóyán), and 告曰 (gàoyuē). The overall style is highly literary and pre-vernacular.",
十住斷結經,T 309 (2),False,False,False,False,False,True,False,False,True,"The text exhibits some limited vernacular elements. The pronoun 他 (tā) is used to refer to 'others' (e.g., '不教他殺' at 0975c04, '若見他非' at 0975c13). The demonstrative pronoun 這 (zhè) is also present (e.g., '應這前人' at 0977c25). However, other common vernacular indicators such as the prefix 阿 (ā) (not in transliterations), the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the pronoun 渠 (qú), and the verb 道 (dào) meaning 'to say' are not found. The translation style largely retains classical Chinese features.",
十住斷結經,T 309 (3),False,False,False,True,False,False,False,False,False,"The text primarily employs classical Buddhist Chinese, characterized by formal vocabulary and syntax. The prefix 阿 (ā) is absent in a vernacular sense, appearing only in transliterated terms (e.g., 阿須倫, 阿羅漢). The prefix 老 (lǎo) is not used as a vernacular prefix but rather as an adjective (e.g., 孤老) or part of compound nouns (e.g., 生老病死). The suffix 兒 (ér) is not found as a grammatical suffix; 嬰兒 is a compound word. Reduplicated nouns are present with '家家' (every household). The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is absent in the sense of 'he/she,' exclusively meaning 'other.' The personal pronoun 伊 (yī) is not used. The verb 道 (dào) meaning 'to say' is absent; '言,' '告,' and '說' are used instead. The pronoun 這 (zhè) is not used. Overall, the text exhibits a strong classical style with minimal vernacular features.",
十住斷結經,T 309 (4),False,False,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā in a non-transliterated context (it appears only in terms like 阿僧祇). The prefix 老 lǎo is also not used in a vernacular sense (it appears in compounds like 老病死). The suffix 兒 ér and reduplicated nouns are absent. The pronoun 渠 qú is not found. The personal pronoun 他 tā is present in compounds like '他人' (other people). The personal pronoun 伊 yī is not used. The verb 道 dào meaning 'to say' is not present; instead, classical verbs like '告' (gào), '白' (bái), and '說' (shuō) are used. The pronoun 這 zhè is not found; classical equivalents like '此' (cǐ) and '斯' (sī) are used.",
十住斷結經,T 309 (5),False,False,False,False,False,False,False,False,False,,
十住斷結經,T 309 (6),False,False,False,False,False,False,False,False,False,,
十住斷結經,T 309 (7),False,False,False,False,False,False,False,False,False,,
十住斷結經,T 309 (8),False,False,False,True,False,True,False,False,False,"The text does not use the vernacular prefixes 阿 (ā) or 老 (lǎo). The suffix 兒 (ér) is also absent. Reduplicated nouns are present, as seen in '法法' (fǎfǎ) and '節節' (jiéjié). The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is present within the compound '他人' (tārén, others), indicating its use as a pronoun for 'other/others'. The personal pronoun 伊 (yī) is not found. The verb 'to say' 道 (dào) is not used; instead, the text primarily employs 告 (gào) and 言 (yán). The pronoun 'this' 這 (zhè) is absent; '斯' (sī) and '爾' (ěr) are used instead.",
十住斷結經,T 309 (9),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā as a vernacular marker (only as part of transliterated names like 阿須倫, 阿難), nor does it use the prefix 老 lǎo or the suffix 兒 ér. No reduplicated nouns were found in a vernacular sense, with philosophical terms like 如如 not fitting the criteria. The text also does not employ the second-person pronoun 渠 qú, the personal pronoun 他 tā, or the personal pronoun 伊 yī. The verb ‘to say’ 道 dào is not used; instead, verbs like 告 (gào), 說 (shuō), 白 (bái), and 曰 (yuē) are prevalent for expressing speech. The pronoun ‘this’ 這 zhè is also absent.",
十住斷結經,T 309 (10),False,False,False,True,False,False,False,False,False,"The prefix 阿 (ā) is not used as a vernacular element, appearing only in transliterations such as 阿僧祇 and 阿羅漢. The prefix 老 (lǎo) is not used in a vernacular sense; '長老' is a formal title. The suffix 兒 (ér) is not present; '童真' is a compound word meaning 'youth' or 'pure youth'. Reduplicated nouns are present, including '腳腳相累' (jiao jiao xiang lei), '佛佛相繼' (fo fo xiang ji), and '相相受報' (xiang xiang shou bao). The second-person pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used; '他方' and '他人' refer to 'other places' or 'other people' respectively. The personal pronoun 伊 (yī) is not used. The verb 道 (dào) is not used in the sense of 'to say'; the text consistently employs '白佛言', '佛告', '對曰', '答曰', '報曰', '說', '言', '告', and '謂' for conveying speech. The pronoun 這 (zhè) is not used. Overall, the text demonstrates a more formal, classical Buddhist translation style with limited vernacular features among the specific elements analyzed.",
菩薩處胎經,T 384 (1),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 (ā) in a vernacular sense, only as part of transliterated names like 阿難 (Ānán) or 阿修羅 (Āxiūluó). It also does not use the prefix 老 (lǎo) or the suffix 兒 (ér). The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used as 'he/she', appearing instead in the term 他化自在天 (tāhuà zìzàitiān) or meaning 'other'. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) meaning 'to say' is not used; instead, 曰 (yuē), 言 (yán), 說 (shuō), and 告 (gào) are employed for 'to say/speak'. The pronoun 這 (zhè) is also not present. However, the text does contain several instances of reduplicated nouns, such as 腳腳 (jiǎojiǎo, 'feet piled on feet'), 臠臠 (luánluán, 'piece by piece'), and philosophical reduplications like 性性 (xìngxìng, 'nature and nature'), 地地 (dìdì, 'earth and earth'), and 空空 (kōngkōng, 'empty and empty'). This feature points to a noticeable vernacular influence.",
菩薩處胎經,T 384 (2),False,False,False,False,False,False,False,False,False,,
菩薩處胎經,T 384 (3),False,False,False,False,False,False,False,False,False,,
菩薩處胎經,T 384 (4),False,False,False,True,False,False,False,False,False,"The text shows a predominantly classical style with limited vernacular elements. It does not use the prefix 阿 (ā) outside of transliterations, nor does it use prefixes 老 (lǎo) or suffixes 兒 (ér). The personal pronouns 他 (tā) and 伊 (yī) are not used as personal pronouns; 他 appears only as an adjective meaning 'other' or 'another'. The verb 道 (dào) for 'to say' is also absent, with the text preferring classical expressions like 佛言 (the Buddha said), 白佛言 (reported to the Buddha, saying), and 告 (told). However, the text does feature reduplicated forms such as 一一 (yīyī, one by one), 處處 (chùchù, everywhere), and 毛毛 (máomáo, every hair/pore), which are characteristic of vernacularization. The pronoun 渠 (qú) and 這 (zhè) are not found.",
菩薩處胎經,T 384 (5),True,False,False,True,False,False,False,False,False,"prefix_a is true, as '阿' is found in '阿曲' (unfairness/deviation), where it functions as a prefix, not a transliteration. prefix_lao is false, as '老' is only used in Buddhist terms like '老死' and '生老病煩惱' for 'old age', not as a prefix. suffix_er is false, as no occurrences were found. reduplicated_nouns is true, as '各各' (each, every) and '一一' (one by one, each and every) are frequently used, indicating a vernacular style through reduplication, though these are adjectival/adverbial rather than strictly nouns. pronoun_qu is false, as no occurrences were found. personal_pronoun_ta is false, as '他' is only used in phrases like '他人心念' meaning 'others' or 'another person', not as a standalone third-person pronoun. personal_pronoun_yi is false, as no occurrences were found. verb_dao is false, as '道' is used as a noun (e.g., '佛道', '道場') but not as a verb meaning 'to say'; '告' or '白佛言' are used instead. pronoun_zhe is false, as the text consistently uses '此' (cǐ) for 'this' instead of '這' (zhè).",
菩薩處胎經,T 384 (6),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā in a vernacular sense; all instances (阿修羅, 阿那含, 阿僧祇, 阿羅漢) are transliterations of Sanskrit terms. The prefix 老 lǎo is not used in a vernacular sense; it appears in the compound 老、病、死, meaning 'old age'. The suffix 兒 ér is not used in a vernacular sense; 男兒 is a compound noun for 'son', not a diminutive suffix. Reduplicated nouns are present in 念念 ('thought after thought'). The second-person pronoun 渠 qú is not used. The personal pronoun 他 tā is not used to mean 'he/she'; its only appearance (非他為) means 'other'. The personal pronoun 伊 yī is not used. The verb 道 dào for 'to say' is not used; the text employs 言, 告, 曰, and 說 instead. The pronoun 這 zhè is not used. Overall, the text exhibits a formal, classical Buddhist Chinese style with very few vernacular elements from the provided list.",
菩薩處胎經,T 384 (7),False,False,False,True,False,False,False,False,False,"The text, a Yao Qin translation, largely employs classical/semi-classical Chinese. Prefix 阿 (ā) is only found in transliterations (e.g., 阿難). Prefix 老 (lǎo) and suffix 兒 (ér) are absent. Reduplicated nouns are present, for example, '處處' (everywhere). The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is absent, though 他 appears in compounds meaning 'other'. The personal pronoun 伊 (yī) is absent. The verb 'to say' is not rendered with 道 (dào), but rather with 告, 說, 白, 語, 言, 曰, 唱, 報, 問. The pronoun 這 (zhè) is absent; 此 (cǐ) is used for 'this' instead.",
中陰經,T 385 (1),False,False,False,True,False,False,False,False,False,"The text, a translation by 竺佛念 from the Later Qin / Liangzhou era, employs a formal and classical style typical of early Chinese Buddhist sutra translations. It does not contain common vernacular elements such as the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), the second-person pronoun 渠 (qú), the personal pronoun 他 (tā) or 伊 (yī), or the verb 道 (dào) meaning 'to say.' The demonstrative pronoun 這 (zhè) is also absent, with 此 (cǐ) being used instead. The only discernible vernacular elements are the reduplication of nouns/noun-like elements like 生生 (birth after birth) and 念念 (moment after moment).",
中陰經,T 385 (2),False,False,False,True,False,False,False,False,False,"The text, translated by Zhu Fonian, exhibits a largely classical Chinese style. Vernacular elements like prefixes 阿 (ā) and 老 (lǎo) are absent in a non-transliterated/non-literal sense. The suffix 兒 (ér) is not used. Reduplicated forms such as '一一' (one by one), '相相' (aspect by aspect), and '生生生' (continuously being born/arising) are present, which are mild vernacular features. Personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not found. The verb 'to say' is consistently rendered with classical terms like '言', '白', '告', and '說', not '道'. The demonstrative pronoun 這 (zhè) is also absent. Overall, the translation maintains a formal, classical Buddhist literary tone.",
王子法益壞目因緣經,T 2045,False,False,False,True,False,False,False,False,False,"The prefix 阿 (ā) is not used in a vernacular sense (e.g., 阿公, 阿媽) but only as part of transliterated names like 阿育王, 阿羅漢, and 阿蘭. The prefix 老 (lǎo) is not used in a vernacular sense (e.g., 老王, 老張) but appears as an adjective meaning 'old' (e.g., 老母, 老舊). The suffix 兒 (ér) is not present in the text; instances of 兒 are part of compound nouns like 兒婦 (daughter-in-law) or refer to 'son/child' as a noun. The text contains reduplicated nouns such as 葉葉 (yèyè, leaf after leaf) and 家家 (jiājiā, every household). The second-person pronoun 渠 (qú) is not found in the text. The personal pronoun 他 (tā) is not found in the text. The personal pronoun 伊 (yī) is not found in the text. The verb 道 (dào) meaning 'to say' is not present; the text uses 曰 (yuē), 言 (yán), and 語 (yǔ) for this purpose. The pronoun 這 (zhè) is not found in the text.",
中阿鋡經,T 26 (1),False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 in a vernacular sense, only as part of transliterated Buddhist terms like 阿含 and 阿羅訶. The prefix 老 is not used in a vernacular sense. The suffix 兒 is not found. The reduplicated pronoun 彼彼 (those and those) is found, functioning like a reduplicated noun. The pronoun 渠 is not found. The personal pronoun 他 is used multiple times. The personal pronoun 伊 is not found. The verb 道 meaning 'to say' is not used; instead, 告 and 說 are consistently employed. The pronoun 這 is not found; 此 is used for 'this'.",
中阿鋡經,T 26 (2),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin dynasty, exhibits a classical and formal style. The character '阿' appears only in transliterated terms (e.g., '中阿含經', '阿夷羅婆提', '阿迦膩吒'), not as a vernacular prefix. The character '老' is found in the classical Buddhist compound '生老病死', not as a vernacular prefix. The suffix '兒' is not present. There are no instances of reduplicated nouns; while '諦聽，諦聽！' shows reduplicated verbs, it does not fit the criterion for nouns. The second-person pronoun '渠' is absent. The character '他' appears in phrases like '饒益他' meaning 'others' or 'another', but not as a singular third-person personal pronoun 'he/she' in a vernacular sense. The personal pronoun '伊' is not used. The character '道' is used to mean 'path' or 'way' (e.g., '道法御', '行斯道', '道非道知見淨'), but not as a verb meaning 'to say'. Instead, terms like '告', '言', '白', and '曰' are used for speech. The pronoun '這' is not present.",
中阿鋡經,T 26 (3),False,False,False,False,False,False,False,False,False,"The text, a Buddhist translation from the Eastern Jin dynasty, primarily employs classical Chinese. It does not use the prefix 阿 (ā) in a vernacular sense, only as part of transliterated terms. The prefix 老 (lǎo) is absent in a vernacular function; instances like '老苦' are established Buddhist terms. The suffix 兒 (ér) is not found. True reduplicated nouns are absent; other reduplicated forms like '段段' (measure word), '彼彼' (demonstrative), '種種' (adjective), and '常常' (adverb) are present but do not count as reduplicated nouns. The second-person pronoun 渠 (qú) is not present. The personal pronoun 他 (tā) is used with the meaning of 'other' or 'others,' not as a singular third-person pronoun 'he/she'. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) meaning 'to say' is not used; instead, the text employs '說', '告', '語', '答曰', and '白曰'. The pronoun 這 (zhè) is not present; '此' and '是' are used for 'this'. Overall, the text lacks significant vernacular elements.",
中阿鋡經,T 26 (4),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin dynasty, exhibits a classical Chinese style typical of early Buddhist translations. It avoids most common vernacular elements associated with later periods. Specifically, the prefix 阿 (ā) is only found in transliterated proper nouns (e.g., 阿含經), not as a vernacular prefix. The prefix 老 (lǎo) and suffix 兒 (ér) are not used. Reduplicated nouns are absent in the vernacular sense (e.g., '頭頭邏食' appears to be a transliteration). The second-person pronoun 渠 (qú) and the personal pronoun 伊 (yī) are not used. The personal pronoun 他 (tā) is not used in its modern singular third-person sense, appearing instead as 'others' or 'another person'. The verb 道 (dào) meaning 'to say' is not used; instead, 曰, 語, 告曰, and 答曰 are employed. The pronoun 這 (zhè) is not used; 是 (shì) is used for 'this'.",
中阿鋡經,T 26 (5),False,False,False,True,False,True,False,False,False,"The text uses '阿' (ā) only in transliterations of Buddhist terms (e.g., 阿那含, 阿練若), not as a general prefix. The prefix '老' (lǎo) is used in '長老' (zhǎnglǎo) as a title and in '老耄' (lǎomào) describing old age, but not as a common vernacular prefix. The suffix '兒' (ér) is not present. Reduplicated nouns are present, specifically '處處' (chùchù - everywhere, in many places). The second-person pronoun '渠' (qú) is not used. The personal pronoun '他' (tā) is used (e.g., '為他所詰', '是他所作'). The personal pronoun '伊' (yī) is not used. The verb '道' (dào) meaning 'to say' is not used; other terms like '白曰', '告曰', '說', '言', and '問曰' are employed. The pronoun '這' (zhè) is not used; '此' (cǐ) serves this function instead.",
中阿鋡經,T 26 (6),False,False,True,False,False,False,False,False,False,"The character 阿 is used only in transliterations (e.g., 阿含, 阿毘曇, 阿修羅, 阿那含), not as a vernacular prefix. The character 老 appears in the formal compound ""長老"" (elder), but not as a general vernacular prefix. The term ""屠牛兒"" is present, where ""兒"" functions as a diminutive suffix to ""牛"" (cow) to mean calf. No instances of reduplicated nouns were found. The pronouns 渠, 他, and 伊 are not present. The verb 道 meaning 'to say' is not present; instead, the text uses 答曰, 告曰, 語曰, and 說曰. The pronoun 這 is not present; ""此"" is used instead.",
中阿鋡經,T 26 (7),False,False,False,False,False,False,False,False,False,"The text demonstrates a classical Chinese style, typical of early Buddhist translations. The prefix 阿 (ā) is found only in transliterated foreign names (e.g., 阿含, 加蘭哆) and not as a vernacular prefix. The prefix 老 (lǎo) appears in compound nouns such as 老死, 老耄, and 長老, but not as a personal prefix. The suffix 兒 (ér) is exclusively used as part of the transliterated name 舍梨子. No reduplicated nouns were identified; instances like 善哉善哉 (reduplicated adverbial exclamation), 節節 (reduplicated adverbial phrase), and 彼彼 (reduplicated demonstrative) were present instead. Neither the pronoun 渠 (qú) nor 伊 (yī) was found. The personal pronoun 他 (tā) was not used in its singular form; '他人' appeared as a compound noun meaning 'other people'. The verb 道 (dào) was not used to mean 'to say'; instead, '曰', '語', and '說' were employed for forms of speaking, and '道' appeared in terms like 聖道 and 滅道 referring to a 'path'. The pronoun 這 (zhè) was also not found in the text.",
中阿鋡經,T 26 (8),False,False,False,False,False,False,False,False,False,"The translation style of this text is largely classical or semi-classical, exhibiting minimal vernacular elements. The prefix 阿 (ā) is present, but exclusively as part of transliterated proper nouns (e.g., 阿難, 阿修羅), not as an informal prefix to Chinese names or terms. The prefix 老 (lǎo) is not used as a prefix; '老' appears as an adjective in ""我今年老"". The suffix 兒 (ér) is not found. Reduplicated nouns are not present; only reduplicated adverbs like ""各各"", ""徐徐"", ""頻呻"", and ""時時"" are used, which are common in more formal classical Chinese. The second-person pronoun ‘he / she’ 渠 (qú) is not found. The personal pronoun 他 (tā) is not used as a primary third-person singular pronoun (he/she), but rather in compounds like ""他人"" (other people) or ""為他故"" (for others' sake). The personal pronoun 伊 (yī) is not found. The verb ‘to say’ 道 (dào) is not found; '道' appears as a noun meaning 'path' or 'way' (e.g., 佛道, 學道, 聖道). Other verbs for 'to say' such as '白曰', '告', '問曰', '答曰', and '語曰' are used. Lastly, the pronoun ‘this’ 這 (zhè) is not found; '此' and '是' are used instead.",
中阿鋡經,T 26 (9),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (10),False,False,False,True,False,False,False,False,False,"The text uses the prefix 阿 (ā) only in the transliterated name '阿難' (Ānanda), not as a general vernacular prefix. The prefix 老 (lǎo) appears in '老死' (old age and death), which is a classical Buddhist term, not a vernacular prefix. The suffix 兒 (ér) is not present. Reduplicated nouns like '法法' (fǎ fǎ) appear in phrases such as '法法相益' and '法法相因,' which, while technically reduplicated, function more as a classical grammatical structure emphasizing 'each dharma' or 'dharma by dharma' rather than a typical vernacular reduplication. The second-person pronoun 渠 (qú), the personal pronoun 他 (tā), and 伊 (yī) are not used. The verb 'to say' is rendered with '曰' (yuē) or '說' (shuō), not '道' (dào). The pronoun 'this' 這 (zhè) is not present.",
中阿鋡經,T 26 (11),False,False,False,True,False,False,False,False,False,"The text is a classical Chinese Buddhist translation from the Eastern Jin dynasty. It largely employs classical vocabulary and grammatical structures. While some modern-seeming elements like noun reduplication (""光光"", ""色色"", ""形形"" for emphasis or generality) are present, other common vernacular features such as the prefix 阿 (ā) (not as part of transliteration), the prefix 老 (lǎo), the suffix 兒 (ér), the pronoun 渠 (qú), the personal pronoun 他 (tā) as a specific 'he/she', the personal pronoun 伊 (yī), the verb 道 (dào) for 'to say', or the pronoun 這 (zhè) for 'this' are absent. The language uses terms like 告 (gào), 曰 (yuē), 言 (yán), 說 (shuō) for 'to say' and 是 (shì) or 此 (cǐ) for 'this'.",
中阿鋡經,T 26 (12),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a non-transliterated vernacular prefix (e.g., 阿難 is a transliteration). The prefix 老 (lǎo) is not found in a vernacular sense (長老 is a formal title). The suffix 兒 (ér) is absent. The personal pronouns 他 (tā) and 伊 (yī) are not used, nor is the pronoun 渠 (qú) (interpreted as a third-person pronoun here). The verb 道 (dào) for 'to say' is not present, with the text using 曰, 告曰, 白曰, 答曰, and 語曰 instead. The pronoun 這 (zhè) is also not found, using 此 instead. However, the text does feature reduplicated nominal morphemes used adverbially, such as 生生 (life after life), 段段 (segment by segment), and 臠臠 (piece by piece), which are indicative of vernacular elements.",
中阿鋡經,T 26 (13),False,False,False,False,False,False,False,False,False,"The text exhibits a predominantly classical Chinese style, showing no signs of the specified vernacular elements. The character '阿' appears only in transliterated proper nouns (e.g., '阿那律陀', '阿夷哆'). The character '老' is used to denote 'old age' in terms like '老病死', not as a prefix. The suffix '兒' is absent. Reduplicated nouns are not present; instead, structures like '園至園' (from garden to garden) are used. The pronouns '渠', '他' (as a singular personal pronoun), and '伊' are not found. '他' appears in '他家' and '他眾' referring to 'others' or 'other people's', not as 'he/she'. The verb '道' meaning 'to say' is not used; instead, the text employs '曰', '告', '問', and '說'. The pronoun '這' is absent, with '此' being consistently used for 'this'.",
中阿鋡經,T 26 (14),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā, prefix 老 lǎo, suffix 兒 ér, personal pronoun 他 tā, personal pronoun 伊 yī, the pronoun 渠 qú, or the verb 道 dào for 'to say'. It uses the classical pronoun 此 cǐ instead of 這 zhè. Reduplicated nouns are present in phrases like '從子至子，從孫至孫，從族至族，從見至見'.",
中阿鋡經,T 26 (15),False,False,False,True,False,False,False,False,False,"The text exhibits limited vernacular elements. The prefix 阿 ā is used only in transliterated Buddhist terms (e.g., 阿含經, 阿提牟哆華鬘), not as a general vernacular prefix. The prefix 老 lǎo appears only as 'old age' in a list of diseases, not as a vernacular prefix to names or titles. The suffix 兒 ér is absent. Reduplicated nouns are present with '家家' (every household). The second-person pronoun 渠 qú is not found. The personal pronoun 他 tā is used to mean 'other's' or 'another's' (e.g., 盜他物 'steal another's property'), not as a standalone personal pronoun 'he/she'. The personal pronoun 伊 yī is absent. The verb 道 dào meaning 'to say' is not used; instead, the text employs more formal alternatives such as 告曰, 白曰, 說, and 語...曰. The pronoun 這 zhè is not found.",
中阿鋡經,T 26 (16),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā as a native Chinese prefix; it only appears in transliterated terms (e.g., 阿羅訶). The prefix 老 lǎo is not used in a vernacular sense. The suffix 兒 ér appears in compound nouns like '小兒' and '前婦兒' but not as a diminutive suffix to other nouns. However, the reduplicated noun '親親' (kin/relatives) is present multiple times. The pronouns 渠 qú, 他 tā (as a personal pronoun), and 伊 yī are not found. The verb 道 dào meaning 'to say' is also absent, with terms like '曰', '語', '告' being used instead. The pronoun 這 zhè is not used; '此' and '是' serve similar functions.",
中阿鋡經,T 26 (17),False,False,False,True,False,False,False,True,False,"The text does not use the prefix 阿 ā as a vernacular element, only as part of the transliterated name ""阿那律陀"" (Anāgārika). The prefix 老 lǎo is not used in a vernacular sense; ""長老"" (zhǎnglǎo) is a specific Buddhist term for an elder. The suffix 兒 ér is not present; ""童子"" (tóngzǐ) uses '子' not '兒'. Reduplicated nouns are present in phrases like ""村村邑邑"" and ""街街巷巷."" The second-person pronoun 渠 qú and personal pronouns 他 tā and 伊 yī are not found. The verb 道 dào meaning 'to say' is found in ""所道何等."" The pronoun 這 zhè is not found.",
中阿鋡經,T 26 (18),False,False,False,False,False,False,False,False,False,"The text displays a highly classical and formal style of Chinese, characteristic of early Buddhist translations. The character '阿' is exclusively used for transliterating proper names (e.g., 阿那律陀, 阿難). The character '老' appears only within the established Buddhist term '生老病死' and not as a vernacular prefix. The suffix '兒' is absent. While reduplicated forms like '種種' (various), '數數' (repeatedly), and '如是如是' (thus, thus) appear, they function as adjectives or adverbs, not as reduplicated nouns. The pronouns '渠', '他' (as a singular personal pronoun 'he/she'), and '伊' are not found; '他' only appears in the context of '他人' or '從他' meaning 'others'. The character '道' is consistently used to mean 'path' or 'way' (e.g., '不動道', '無想道') and never as a verb meaning 'to say'; other verbs like '告', '說', '白', and '言' fulfill this function. Lastly, the demonstrative pronoun '這' is not present in the text.",
中阿鋡經,T 26 (19),False,False,False,False,False,False,False,True,False,"The text shows limited vernacular elements. The prefix 阿 (ā) is used only in transliterated proper names (e.g., 阿那律陀, 阿難). The prefixes 老 (lǎo), the suffix 兒 (ér), and reduplicated nouns are not found. The personal pronouns 他 (tā) and 伊 (yī), and the pronoun 這 (zhè) are absent; instead, 彼 (bǐ) and 此 (cǐ) are consistently used. The verb 道 (dào) meaning 'to say' appears once in the phrase '我向所道' (what I previously said/mentioned), indicating a vernacular usage in that specific context.",
中阿鋡經,T 26 (20),False,False,False,False,False,False,False,False,False,"The text demonstrates a classical Chinese style. It does not use the vernacular prefix 阿 (ā) (non-transliteration), prefix 老 (lǎo), or suffix 兒 (ér). Reduplicated nouns are absent. Vernacular pronouns 渠 (qú), 他 (tā), 伊 (yī), and 這 (zhè) are not present, with 彼 (bǐ) and 此 (cǐ) being used instead. The verb 道 (dào) meaning 'to say' is also not found; other classical verbs like 告 (gào) and 說 (shuō) are used. Based on these criteria, the text lacks the specified vernacular elements.",
中阿鋡經,T 26 (21),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (22),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (23),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (24),False,False,False,True,False,False,False,False,False,"The text, an early Buddhist translation from the Eastern Jin dynasty, largely employs a classical style. It does not use the prefix 阿 (ā) in a vernacular sense (only in the transliteration '阿難'), nor the prefix 老 (lǎo). The suffix 兒 (ér) is absent. Personal pronouns 他 (tā) and 伊 (yī), and the verb 'to say' 道 (dào), are not found; instead, '彼' and '此' are used for pronouns, and '告', '曰', '言' for 'to say'. The pronoun 這 (zhè) is also absent, with '此' being used instead. However, the text does contain one instance of a reduplicated noun, '處處' (chùchù), meaning 'everywhere', which can be a vernacular element.",
中阿鋡經,T 26 (25),False,False,True,False,False,False,False,False,False,,
中阿鋡經,T 26 (26),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (27),False,False,False,False,False,False,False,False,False,"The text adheres to a classical, formal style typical of early Buddhist sutra translations into Literary Chinese. None of the specified vernacular elements are present. Characters like '阿' and '他' appear, but '阿' is exclusively used in transliterated proper nouns (e.g., 阿難, 阿夷羅惒帝, 阿奴波, 阿含) and '他' is used in its classical sense of 'other' (e.g., 他心智, 於他心), not as the third-person pronoun 'he/she'. Similarly, '道' consistently refers to 'path' or 'way' (e.g., 學道者, 八支聖道), and is never used as a verb meaning 'to say'. There are no instances of the prefix 老 lǎo, the suffix 兒 ér, reduplicated nouns, the pronoun 渠 qú, or the pronoun 這 zhè.",
中阿鋡經,T 26 (28),False,False,False,False,False,False,False,False,False,"The text, being an early Chinese Buddhist translation from the Eastern Jin dynasty, exhibits a classical Chinese style. The prefix 阿 is exclusively used in transliterations (e.g., 阿難, 阿毘曇). The prefix 老 appears as an adjective (e.g., 老母, 長老), not as a vernacular prefix for names. The suffix 兒 is absent. Reduplicated nouns are not present; while ""半月半月"" shows reduplication, it functions as a time phrase, not a simple noun. The pronouns 渠, 他, and 伊 are absent; the text uses 彼 for third-person reference. The verb 'to say' 道 is not used; instead, forms like 說, 答, 曰, 告, and 語 are employed. The pronoun 這 is also absent. Overall, the text contains none of the specified vernacular elements.",
中阿鋡經,T 26 (29),False,False,False,True,False,False,False,True,False,"The text uses reduplicated nouns, specifically ""種種"" (zhǒngzhǒng), meaning ""various kinds of"". The compound ""道說"" (dàoshuō), meaning ""to speak or explain"", appears, where 道 (dào) takes on a verbal function, indicative of a vernacular tendency. However, other common vernacular elements such as the prefix 阿 (ā) not as part of a transliteration, the prefix 老 (lǎo), the suffix 兒 (ér), the second-person pronoun 渠 (qú), the personal pronoun 他 (tā) referring to 'he/she', and the pronoun 這 (zhè) are not found in this text segment.",
中阿鋡經,T 26 (30),False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 ā as a general prefix, nor the prefix 老 lǎo, the suffix 兒 ér, the pronoun 渠 qú, the personal pronoun 伊 yī, or the verb 道 dào. The pronoun 這 zhè is also not found. However, it does use the reduplicated noun '家家' (jiājiā) in '家家、一種' and the personal pronoun '他' (tā) in phrases such as '他人妻' (another person's wife) and '害他' (harm others), indicating its presence in the vernacular sense.",
