CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
漸備一切智經,T 285 (1),False,False,False,False,False,False,False,"The provided text, '漸備一切智德經卷第一' translated by 竺法護 (Dharmarakṣa) during the Western Jin dynasty, exhibits a highly classical and formal translation style, with very few vernacular elements. No instances of the prefix 阿 (ā) were found, nor the prefix 老 (lǎo), or the suffix 兒 (ér). There were no clear examples of reduplicated nouns; instances like '各各' are reduplicated pronouns/adverbs, not nouns. The pronoun 渠 (qú) was not used. The character 他 (tā) appeared, but consistently in its adjectival sense of 'other' (e.g., 他方, 他人), never as a singular third-person pronoun 'he/she'. The pronoun 伊 (yī) was also absent. This indicates a translation style predating the more pronounced vernacularization seen in later Chinese Buddhist texts.",
漸備一切智經,T 285 (2),False,False,False,True,False,False,False,"The text predominantly employs classical Chinese. The prefix 阿 (ā) is present only as part of transliterated names (e.g., Ananda) and not as a vernacular prefix. The prefixes 老 (lǎo) and the suffix 兒 (ér) are absent. The text does not use the third-person pronouns 渠 (qú), 他 (tā), or 伊 (yī), instead relying on more classical forms like 其 (qí). However, the reduplicated element 各各 (gè gè) appears multiple times, serving an adverbial function (""each and every"") and indicating a subtle vernacular influence within the classical style.",
漸備一切智經,T 285 (3),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular prefix, nor does it use 老 (lǎo) as a vernacular prefix or 兒 (ér) as a suffix. The second-person pronoun 渠 (qú) and the personal pronoun 伊 (yī) are not found. The personal pronoun 他 (tā) is used as 'other' or 'others', not as 'he/she'. However, the text contains reduplicated nouns like '處處' (chùchù, 'everywhere' or 'in every place') which functions adverbially, indicating a vernacular element.",
漸備一切智經,T 285 (4),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) for address; all instances (阿須倫, 阿惟顏) are part of transliterated terms. The prefixes 老 (lǎo) and the suffix 兒 (ér) are not found. Personal pronouns 他 (tā), 伊 (yī), and 渠 (qú) are also absent. While the text uses reduplicated adjectives, adverbs (e.g., 巍巍, 晃然煒煒), and distributive quantifiers (e.g., 一一), it does not feature clear examples of reduplicated *nouns* in the vernacular sense (e.g., 人人, 家家).",
漸備一切智經,T 285 (5),False,False,False,False,False,False,False,"The text displays a classical Buddhist translation style with minimal vernacular elements. The prefix 阿 (ā) is used exclusively for transliterated Buddhist terms like 阿惟顏, 阿耨達, and 阿須倫, rather than as a vernacular prefix. No instances of the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, or the pronouns 渠 (qú), 他 (tā), or 伊 (yī) were found.",
生經,T 154 (1),False,False,False,True,False,False,False,"The prefix 阿 (ā) is not used as a vernacular prefix; it appears as part of a transliterated name (和難). The prefix 老 (lǎo) is not used in the vernacular sense; '老' refers to old age, e.g., '年老者'. The suffix 兒 (ér) is not found. Reduplicated nouns are present, such as '日日' (daily) and '親親' (relatives/friends). The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used as a singular pronoun for 'he/she'; it appears only as part of '他人' (other people). The personal pronoun 伊 (yī) is not found.",
生經,T 154 (2),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā independently, only as part of transliterated names or dharanis. The prefix 老 lǎo and suffix 兒 ér are not found. While reduplicated words like '久久' and '擾擾' appear, they function as adverbs or adjectives, not specifically reduplicated nouns. Neither the pronoun 渠 qú nor the personal pronouns 他 tā or 伊 yī are used in the text; instead, classical forms like 汝 rǔ and 卿 qīng are used for second-person, and 人 rén or 他人 tārén for third-person 'others'.",
生經,T 154 (3),False,False,False,True,False,False,False,"The text does not use the prefix '阿' in a vernacular sense; all occurrences (e.g., 阿難, 阿那律, 阿脂王, 阿夷梨) are parts of transliterated names or terms. The prefix '老' is not used in a vernacular sense. The suffix '兒' is not found; while '子' is used as a diminutive (e.g., 象子, 裸形子, 犢子), the query specifically asks for '兒'. Reduplicated nouns are present, such as '生生' (e.g., '生生所歸', '生生為福田'), '日滋' (daily increasing, implicitly from '日日'), and '親親' in the context of '舊共親親'. The pronoun '渠' is not found. The personal pronoun '他' meaning 'he/she' is not found; '他' is used only in the sense of 'another' or 'other' (e.g., '他國', '他域', '依仰他'), and '彼' is used for 'they/those'. The personal pronoun '伊' is not found.",
生經,T 154 (4),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as '日日' (daily) and '世世' (successive lives). However, it does not employ the prefix '阿' (except in transliterations like '阿難'), the prefix '老', the suffix '兒', the pronoun '渠', or the personal pronouns '他' or '伊' in a vernacular manner.",
生經,T 154 (5),False,True,True,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element, but only as part of transliterated names (e.g., 阿難, 阿彌陀佛, 阿夷扇持). The prefix 老 lǎo is present in expressions like '老嫗' (old woman) and '長老梵志' (elder Brahmin), indicating its vernacular use. The suffix 兒 ér is found in '小兒' (small child), which is a clear vernacular usage. Reduplicated nouns are frequently used, such as '日日' (daily), '月月' (monthly), '家家' (every household), and '生生' (life after life). The second-person pronoun 渠 qú is not found in the text. The personal pronoun 他 tā is not used; instead, '他' appears only in the sense of 'other' (e.g., 他方, 他國, 他人). The personal pronoun 伊 yī is not found in the text.",
海龍王經,T 598 (1),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā (not as part of transliteration), the prefix 老 lǎo, or the suffix 兒 ér. No reduplicated nouns were found, although some reduplicated verbs or adjectives (e.g., '善哉，善哉') appear for emphasis. The pronoun 渠 qú is not present. The character 他 tā appears, but primarily in the sense of 'other' or 'another (person/thing)' (e.g., '他緣', '他作他受', '他人'), rather than as a direct personal pronoun 'he/she'. The pronoun 伊 yī is also not present. Overall, the text exhibits a formal, classical or semi-classical style typical of early Chinese Buddhist translations, with limited vernacular elements as defined by these criteria.",
海龍王經,T 598 (2),False,False,False,True,False,False,False,"The text is a classical Buddhist translation. The prefix 阿 (ā) is used only in the transliteration '阿難' (Ananda), and prefixes 老 (lǎo) and the suffix 兒 (ér) are not used. The second-person pronoun 渠 (qú) and personal pronouns 他 (tā) and 伊 (yī) are absent, with more classical forms like '彼' being used. However, some vernacular elements are present, such as reduplicated nouns like '一一', '處處', and '色色', indicating a slight departure from the most rigid classical style.",
海龍王經,T 598 (3),False,False,False,False,False,False,False,"The text, dating from the Western Jin Dynasty, does not exhibit the requested vernacular elements. The character 阿 (ā) is used only in transliterations of Sanskrit names (e.g., 阿耨達), not as a standalone prefix. The character 他 (tā) appears in compounds such as '他人' (other people) or '他財' (other's wealth), serving to mean 'other' or 'another's' rather than functioning as a singular third-person personal pronoun. No instances of the prefix 老 (lǎo), suffix 兒 (ér), reduplicated nouns, or the personal pronouns 渠 (qú) or 伊 (yī) are found in the text.",
海龍王經,T 598 (4),False,False,False,False,False,False,False,"The text, a translation by Dharmarakṣa from the Western Jin, exhibits a relatively formal style typical of early Chinese Buddhist translations. It does not employ the vernacular prefix 阿 (ā) outside of transliterated names, nor the prefix 老 (lǎo) or the suffix 兒 (ér). There are no instances of strictly reduplicated nouns, and the personal pronouns 渠 (qú), 他 (tā), or 伊 (yī) are absent.",
普超經,T 627 (1),False,False,False,False,False,True,False,"The text by Zhu Fahu, an early translator, exhibits some vernacular characteristics. The personal pronoun '他' (ta) is present, notably in ""不可從他而致大乘諸通慧也"" (0407a09) referring to 'others', and ""無他人形"" (0410c26) as part of 'other people'. However, the prefixes '阿' (a) and '老' (lao), the suffix '兒' (er), reduplicated nouns, the pronoun '渠' (qu), and the personal pronoun '伊' (yi) are not found in this excerpt.",
普超經,T 627 (2),False,False,False,False,False,False,False,"The text, translated by Dharmarakṣa during the Western Jin dynasty, exhibits a classical Chinese translation style with minimal vernacular elements. The prefixes '阿' and '老' are not used in a vernacular sense (e.g., '阿' only appears in transliterated names like '阿難', '阿闍世', '阿須倫'). The suffix '兒' is absent, with '幼童' using the character '童'. Reduplicated nouns are not present. The third-person pronouns '他' (used only in the compound '他人', meaning 'other people') and '伊', and the pronoun '渠' are not found, further confirming its classical, non-vernacular nature.",
普超經,T 627 (3),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) in a vernacular sense, as its sole appearance in ""阿闍世"" is part of a transliterated name. The prefix 老 (lǎo) and the suffix 兒 (ér) are also absent in vernacular usage. The second-person pronoun 渠 (qú) and the personal pronouns 他 (tā) and 伊 (yī) are not found. The only identified vernacular element from the provided list is the use of reduplicated nouns, specifically ""人人"" (rénrén) meaning 'everyone'.",
維摩鞊經,T 477,False,False,False,True,False,False,False,"The character '阿' appears only as part of transliterated names (e.g., 阿難, 阿須輪), not as a vernacular prefix. The character '老' appears in the term '老死' but not as a vernacular prefix. The suffix '兒' is not found. Reduplicated forms like '處處' (everywhere) and '世世' (lifetime after lifetime) are present. The pronoun '渠' is not used in this text. The character '他' appears in the compound word '他人' (other people), but not as a standalone personal pronoun. The pronoun '伊' is not used.",
阿惟越致遮經,T 266 (1),False,False,False,False,False,False,False,"The text, an early Buddhist translation by竺法護 from the Western Jin dynasty, exhibits a classical and somewhat archaic style. It does not use the prefix 阿 (ā) as a general vernacular prefix, only as part of transliterated names (阿難, 阿須倫) or terms (阿惟越致遮). There are no instances of the prefix 老 (lǎo), the suffix 兒 (ér), or common vernacular reduplicated nouns. Neither the pronoun 渠 (qú) nor the personal pronouns 他 (tā) or 伊 (yī) are found in the text. This absence of these elements is typical of early Chinese Buddhist translations, which often predated the widespread adoption of such vernacular features in written language.",
阿惟越致遮經,T 266 (2),False,False,False,False,False,False,False,,
阿惟越致遮經,T 266 (3),False,False,False,True,False,False,False,"The translation style by竺法護 (Dharmarakṣa) from the Western Jin dynasty exhibits some vernacular elements characteristic of early Chinese Buddhist translations. The text uses the reduplicated noun “人人” (rénrén) for “everyone,” indicating a vernacular feature. However, it does not use the prefix 阿 (ā) as a vernacular element, as its occurrences like “阿難” (Ananda) and “阿彌陀” (Amitābha) are consistently transliterations of foreign names. Similarly, the prefix 老 (lǎo) and the suffix 兒 (ér) are not present. The pronoun 渠 (qú) is also absent. The character 他 (tā) appears, but not as a third-person personal pronoun; instead, it functions as a demonstrative/adjective meaning “other” (e.g., “他女,” “他顏”). The personal pronoun 伊 (yī) is not found in the text.",
嚴淨佛土經,T 318 (1),False,False,False,True,False,False,False,"The text features the reduplicated adverbial '世世' (shì shì, generation after generation), a vernacular characteristic. However, the prefix '阿' (ā) is exclusively used in transliterated names (e.g., 阿闍世, 阿難, 阿閦) rather than as a general vernacular prefix. Neither the prefix '老' (lǎo) nor the suffix '兒' (ér) appears. The pronoun '渠' (qú) is absent. The pronoun '他' (tā) is only found within the compound '他人' (other people) and not as a singular third-person pronoun. The pronoun '伊' (yī) is also not present.",
嚴淨佛土經,T 318 (2),False,False,False,False,False,False,False,"The text, translated during the Western Jin dynasty, exhibits a classical and formal translation style, characteristic of early Buddhist texts. The prefix 阿 appears only as part of transliterated Buddhist terms or proper names (e.g., 阿僧祇, 阿拔王, 阿須倫), not as a vernacular prefix. The prefix 老 is not used in a vernacular sense; '老' appears in compounds like 老病死. The suffix 兒 is not found. Reduplicated nouns are not found; while '一一' and '各各' appear, these are reduplicated numerals/determiners or adverbs, not nouns. The pronoun 渠 is not found. The text predominantly uses 汝 (rǔ) and 卿 (qīng) for the second-person pronoun. The personal pronoun 他 is not found. The personal pronoun 伊 is not found.",
阿耨達經,T 635 (1),False,False,False,False,False,False,False,"The text, '佛說弘道廣顯三昧經', translated by Dharmarakṣa during the Western Jin Dynasty, exhibits very few of the specified vernacular elements. The prefix '阿 ā' is exclusively used as part of the transliterated proper noun '阿耨達' (Anuodata), the Dragon King's name, and not as a vernacular prefix. Neither the prefix '老 lǎo' nor the suffix '兒 ér' are found. There are no instances of reduplicated nouns (e.g., 人人, 天天); '在在' is used adverbially for 'everywhere'. The third-person pronouns '渠 qú', '他 tā', and '伊 yī' are absent; the text predominantly uses '彼 bǐ' for third-person reference. This aligns with the characteristics of early Chinese Buddhist translations, which often employed a more classical or specialized Buddhist Chinese style rather than common vernacular.",
阿耨達經,T 635 (2),False,False,False,False,False,False,False,"The text exhibits a classical Buddhist Chinese translation style with no discernible vernacular elements. Specifically, the prefix 阿 (ā) is used only for transliterated names (阿耨達), not as a vernacular prefix. The prefix 老 (lǎo) is not used in a vernacular sense (only in the Buddhist term 老死 'old age and death'). The suffix 兒 (ér) is absent. Reduplication like '種種' or '各各' appears, but primarily with adjectives or adverbs, not as vernacular reduplicated nouns. The third-person pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not employed (他 is used only in 他方 'other places').",
阿耨達經,T 635 (3),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) outside of transliterated proper nouns (e.g., 阿耨達, 阿難). The prefix 老 (lǎo) is not found; terms like 耆年 (qí nián) and 長老 (zhǎng lǎo) are present as nouns or compounds, not as the prefix 老. The suffix 兒 (ér) is not used; '小兒' (xiǎo ér) appears as a noun. No reduplicated nouns were identified. The pronoun 渠 (qú) and the personal pronouns 他 (tā) and 伊 (yī) are not present in the text.",
阿耨達經,T 635 (4),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā outside of transliterations like '阿耨達'. It also does not use the prefix 老 lǎo, the suffix 兒 ér, or the personal pronouns 渠 qú, 他 tā, or 伊 yī. While adjectival/adverbial reduplications like '奕奕' and '種種' appear, no true reduplicated nouns were identified. This suggests a relatively formal and less vernacular translation style for these specific elements.",
寶藏經,T 461 (1),False,False,False,True,False,False,False,"The prefix 阿 (ā) is not used in a vernacular sense (e.g., 阿公); it appears only as part of transliterated proper nouns like 阿難 (Ānán) and 阿耨達 (Ānòudá). The prefix 老 (lǎo) is not used in a vernacular sense (e.g., 老公). The suffix 兒 (ér) is not used as a diminutive suffix (e.g., 孩兒). Reduplicated nouns are present, such as ""段段"" (section by section, 0454a06), ""味味"" (each and every taste, 0458b07), and ""家家"" (every household, 0458a28), indicating a vernacular element. The pronoun 渠 (qú) is not found in the text. The personal pronoun 他 (tā) is not used; ""他心"" (other people's minds, 0456b14) uses 他 as ""other,"" not as a personal pronoun. The personal pronoun 伊 (yī) is not found in the text.",
寶藏經,T 461 (2),False,False,False,False,False,True,False,"The text uses '阿' (ā) exclusively in transliterated names like '阿難' (Ananda) and '阿須倫' (Asura), not as a standalone vernacular prefix. The character '老' (lǎo) appears in descriptive terms like '年老' (old age) but not as a vernacular prefix. The character '兒' (ér) is found in '小兒' (small child), functioning as a noun rather than a vernacular suffix. No instances of reduplicated nouns were identified; '各各' functions as a reduplicated pronoun/adverb. The pronoun '渠' (qú) was not found. The personal pronoun '他' (tā) is present within compounds such as '他人' (other people) and '他念' (other's thoughts), indicating its use in reference to others. The personal pronoun '伊' (yī) was not found in the text.",
要集經,T 810 (1),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā in a non-transliterated context, nor the prefixes 老 lǎo or the suffix 兒 ér. It also does not feature reduplicated nouns; only adverbial reduplications like '各各' and '死死' were found. The second-person pronoun 渠 qú is absent. The personal pronoun 他 tā is not used as 'he/she', but rather means 'other' or 'another'. The personal pronoun 伊 yī is not present. The translation style exhibits minimal vernacular elements as per the requested criteria, reflecting a more classical or archaic Chinese.",
要集經,T 810 (2),False,False,False,False,False,False,False,"The text uses 阿 (ā) only in transliterated terms (e.g., 阿僧祇, 阿須倫), not as a vernacular prefix. The character 老 (lǎo) appears once in '不老' (not old) and not as a prefix. The suffix 兒 (ér) is not present. There are no clear instances of reduplicated nouns; '各各' appears but functions as an adverbial phrase, not a reduplicated noun. The second-person pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is used in compound words like '他人' (other people) and '他界' (other realms) but not as a standalone singular personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not present. Overall, the text exhibits very few of the specified vernacular elements.",
等集眾德三昧經,T 381 (1),False,False,False,False,False,False,False,"The text is an early Chinese Buddhist translation by Dharmarakṣa. It does not contain the prefix 阿 (ā) used vernacularly, only as part of the transliterated name '阿難'. The prefixes 老 (lǎo) and the suffix 兒 (ér) are absent. While adverbial reduplication '各各' is present, no reduplicated nouns were found. The pronouns 渠 (qú) and 伊 (yī) are not used. The pronoun 他 (tā) appears, but consistently functions as 'other' or 'another person' rather than as a third-person singular pronoun 'he/she'.",
等集眾德三昧經,T 381 (2),False,False,False,True,False,True,False,"The text employs the reduplicated noun '段段' (duàn duàn) in '段段解身' (to dissect section by section), and the personal pronoun '他' (tā) when referring to 'others', as seen in '他音', '他人', and '從他聞'. The prefixes 阿 (ā) (not as transliteration) and 老 (lǎo), the suffix 兒 (ér), and the pronouns 渠 (qú) and 伊 (yī) are not present in the text.",
等集眾德三昧經,T 381 (3),False,False,False,False,False,True,False,"The text does not use the prefix 阿 ā as a vernacular element, only as part of the transliterated name '阿難' (Ananda). The prefix 老 lǎo and the suffix 兒 ér are not found. No reduplicated nouns are present in the text; '各各' functions as an adverb/pronoun. The pronouns 渠 qú and 伊 yī are not found. The character 他 tā is used once in the phrase '亦不得我亦不得人亦不得他' (0985b08), in a philosophical context referring to 'other', thus indicating its presence as a personal pronoun.",
離垢施女經,T 338,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) outside of transliterated proper nouns like 阿難. The prefix 老 (lǎo) appears only in 老耄 and not as a vernacular prefix. The suffix 兒 (ér) is not present. While reduplicated adverbs/pronouns like 各各 and 數數 are used, there are no instances of reduplicated nouns. Neither the third-person pronoun 渠 (qú) nor the personal pronoun 他 (tā) as a standalone pronoun (only in 他人, 'other people') or 伊 (yī) are found in the text.",
郁迦長者經,T 323,False,False,False,False,False,True,False,"The prefix 阿 (ā) is not used in a vernacular sense; all instances found (阿難, 阿羅漢, 阿那含, 阿須倫) are part of transliterations. The prefix 老 (lǎo) is not found in the text. The suffix 兒 (ér) is not found in the text. No reduplicated nouns are found. Instances like '善哉善哉' are reduplicated interjections/adjectives, and '少少' is an adverbial usage. The second-person pronoun 渠 (qú) is not found in the text. The pronoun 他 (tā) appears in the compound '他人' (tārén, 'other people') multiple times, such as '不嬈他人' and '不貪他人財', indicating a vernacular pronominal usage. The personal pronoun 伊 (yī) is not found in the text.",
大淨法門經,T 817 ,False,False,False,True,False,False,False,"The text shows some vernacular elements. The prefix 阿 (ā) is used only in transliterated names like 阿難 and 阿闍世, not as a vernacular prefix. The prefix 老 (lǎo) is not found; '老死患' is a compound. The suffix 兒 (ér) is not found. Reduplicated nouns are present, specifically '男男女女'. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) meaning 'he/she' is not found; instances of 他 refer to 'other/others'. The personal pronoun 伊 (yī) is not found.",
須真天子經,T 588 (1),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) in a vernacular sense, nor the prefix 老 (lǎo), the suffix 兒 (ér), or the personal pronouns 渠 (qú) or 伊 (yī). While 他 (tā) appears in '他人' (other people), it is not used as a singular personal pronoun 'he/she'. However, the text does feature reduplicated forms such as '日日' (rìrì) for 'daily', which is a vernacular element.",
須真天子經,T 588 (2),False,False,False,False,False,False,False,"The text, an early Buddhist translation by Dharmarakṣa (Western Jin dynasty), shows a classical Chinese style. It does not use the prefix 阿 (ā) outside of transliterated names (e.g., 阿那律, 阿難). The prefix 老 (lǎo) is not used in a vernacular sense (e.g., 老百姓) but only in the title 長老. The suffix 兒 (ér) is absent. Reduplicated nouns are not found, though reduplicated adverbs/interjections like 善哉善哉 and 各各 appear. Neither the pronoun 渠 (qú) nor the personal pronouns 他 (tā) (in the sense of 'he/she') or 伊 (yī) are present. The usage of 他 in '不隨他教' means 'others'' rather than 'he/she'. This aligns with the typical language features of early Chinese Buddhist translations, which tend to be more formal and less vernacular.",
須真天子經,T 588 (3),False,False,False,False,False,False,False,"The text uses formal language typical of early Buddhist translations. It does not use the prefix 阿 (ā) outside of transliterated terms (e.g., 阿那含, 阿羅漢). It also does not use the prefix 老 (lǎo) or the suffix 兒 (ér). There are no instances of reduplicated nouns. The third-person pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is used only in the sense of 'other' or 'others' (e.g., 他人), not as a standalone third-person singular pronoun. The personal pronoun 伊 (yī) is also not found.",
須真天子經,T 588 (4),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular element, only as part of transliterated Buddhist terms such as 阿難, 阿耨多羅, and 阿須輪. The prefix 老 (lǎo) and the suffix 兒 (ér) are not present. There are no instances of reduplicated nouns. The second-person pronoun 渠 (qú) is not used. Neither the personal pronoun 他 (tā) nor 伊 (yī) are found in the text.",
幻士仁賢經,T 324 ,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular prefix, only as part of transliterated proper nouns (e.g., 阿難, 阿須倫, 王阿闍世). The prefix 老 (lǎo) is not used; 長者 (elder/householder) is a formal compound, not a vernacular prefix. The suffix 兒 (ér) is absent. There are no reduplicated nouns; only reduplicated adverbs like 數數 (frequently) and 稍稍 (gradually), and interjections like 善哉善哉 (well done!), are present. The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used as 'he/she'; it only appears in 他人 (others). The personal pronoun 伊 (yī) is not used.",
魔逆經,T 589 ,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā except as part of the transliteration 阿須輪. The prefix 老 lǎo is absent, with 老 appearing only as part of the suffering 生老病死. The suffix 兒 ér, the pronoun 渠 qú, and the personal pronoun 伊 yī are not present. The personal pronoun 他 tā is not used in the modern vernacular sense of 'he/she', appearing only in the compound 他人 (other people). One instance of a reduplicated noun, 世世 (life after life/generation after generation), is found.",
濟諸方等經,T 274 ,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element, as all instances (e.g., 阿逸, 阿彌陀佛, 阿須倫) are parts of transliterated names. No instances of the prefix 老 lǎo, the suffix 兒 ér, the second-person pronoun 渠 qú, or the personal pronouns 他 tā and 伊 yī were found. However, reduplicated nouns are present, specifically '世世' (shì shì), as seen in phrases like '世世所生' (0376a19) and '若干世世世生盲' (0376c25).",
德光太子經,T 170,False,False,False,True,False,True,False,"The character '阿' (ā) is not used as a vernacular prefix outside of transliterated names like '頞真無' (Àzhēnwú), where '頞' is part of the transliteration. The prefix '老' (lǎo) is not found in the text. The suffix '兒' (ér) is not found in the text. The text uses the reduplicated noun '家家' (jiājiā) meaning ""every household"" (0414a12). The pronoun '渠' (qú) is not found in the text. The personal pronoun '他' (tā), referring to 'others' or 'him/them', is found (e.g., '從他債望求財產' 0413c20; '貪他人財物' 0413a27; '亦不疑他人' 0418a17). The personal pronoun '伊' (yī) is not found in the text.",
文殊師利淨律經,T 460 ,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) in a vernacular sense; all instances are parts of transliterated Buddhist terms (e.g., 阿羅漢, 阿那含, 阿須倫). The text does not use the prefix 老 (lǎo). The suffix 兒 (ér) is not present. There are no reduplicated nouns (e.g., 人人, 時時). The second-person pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) referring to 'he/she' is not used; '他' appears only in contexts meaning 'other' or as part of '他人' (other people). The personal pronoun 伊 (yī) is not found. Overall, the translation style of this text exhibits very few, if any, of the specified vernacular elements, consistent with early Chinese Buddhist translations that often adopted a more classical or formal style.",
決總持經,T 811 ,False,False,False,True,False,True,False,"The text does not use the prefix 阿 ā (not as a transliteration), the prefix 老 lǎo, the suffix 兒 ér, or the pronoun 渠 qú. It uses reduplicated nouns like '日日' (rìrì) in '日日常精進' and '一一' (yīyī) in '一一塔寺'. The personal pronoun 他 tā is found in constructions such as '他人' (tārén).",
寶女經,T 399 (1),False,False,False,False,False,True,False,"The text, a Western Jin translation by Dharmarakṣa, exhibits a largely formal and classical Chinese style. No instances of the prefix 阿 (ā) not as part of a transliteration, prefix 老 (lǎo), suffix 兒 (ér), reduplicated nouns, or the pronoun 渠 (qú) (as a second-person pronoun or at all) were found. The personal pronoun 他 (tā) is present, specifically in the compound '他人' (tā rén, meaning 'others'), which uses 他 as a general third-person pronoun, a characteristic of early vernacular Chinese compared to purely classical usage. The personal pronoun 伊 (yī) was not found.",
寶女經,T 399 (2),False,False,False,True,False,False,False,"The text uses the reduplicated form '處處' (chùchù, everywhere/place after place). It does not use the prefix 阿 (ā) not as a transliteration, the prefix 老 (lǎo), the suffix 兒 (ér), the second-person pronoun 渠 (qú), or the personal pronoun 伊 (yī). The character 他 (tā) appears, but only in the sense of 'other' ('他眾生'), not as a personal pronoun 'he/she'.",
寶女經,T 399 (3),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā in a vernacular sense, as '阿須輪' is a transliteration. The prefix 老 lǎo is not used in a vernacular manner. The suffix 兒 ér is not found. There are no clear instances of reduplicated nouns (e.g., 人人, 處處). The second-person pronoun 渠 qú is not present. The personal pronoun 他 tā is not used as a standalone third-person pronoun 'he/she'; '他人' appears but refers to 'other people'. The personal pronoun 伊 yī is not found.",
寶女經,T 399 (4),False,False,False,True,False,False,False,"The text uses ""念念"" (niànniàn) as a reduplicated element, functioning as an adverbial noun meaning 'moment by moment' or 'constantly'. It does not use the prefix 阿 (ā) in a productive vernacular sense (only in transliterations like 阿難 or fixed terms like 阿曲), nor the prefix 老 (lǎo), suffix 兒 (ér), pronouns 渠 (qú) or 伊 (yī). The pronoun 他 (tā) only appears in the compound ""他人"" (others), not as an independent third-person pronoun.",
如來興顯經,T 291 (1),False,False,False,False,False,False,False,"The text shows no use of the prefix 阿 (ā) outside of transliterated names, nor the prefix 老 (lǎo), nor the suffix 兒 (ér). There are no instances of reduplicated nouns. The pronoun 渠 (qú) and the personal pronouns 他 (tā) and 伊 (yī) are also absent. The translation style adheres closely to a formal, classical Chinese, characteristic of early Buddhist scriptures, rather than incorporating vernacular elements.",
如來興顯經,T 291 (2),False,False,False,False,False,False,False,"The text, a translation by Dharmarakṣa during the Western Jin dynasty, exhibits a highly classical and formal translation style, consistent with early Chinese Buddhist scriptures. No instances of the prefix 阿, prefix 老, suffix 兒, reduplicated nouns, or the personal pronouns 渠, 他, and 伊 were found. This indicates a deliberate avoidance of vernacular elements common in later periods or more colloquial texts.",
如來興顯經,T 291 (3),False,False,False,False,False,False,False,"The text, a translation by Dharmarakṣa from the Western Jin dynasty, exhibits a formal and classical style. It does not use the prefix 阿 (ā) as a vernacular element, appearing only in transliterations like 阿須倫 (Asura). Neither the prefix 老 (lǎo) nor the suffix 兒 (ér) are present. There are no instances of reduplicated nouns. Additionally, the personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not found in this passage. Overall, the text lacks the specified vernacular elements.",
如來興顯經,T 291 (4),False,False,False,False,False,False,False,,
首意女經,T 567,False,False,False,False,False,False,False,"The text demonstrates a formal, classical translation style typical of early Chinese Buddhist texts, exhibiting very few of the specified vernacular elements. The prefix 阿 ā only appears in the transliteration '阿難' (Ananda), not as a vernacular prefix. Neither the prefix 老 lǎo nor the suffix 兒 ér is present. There are no instances of reduplicated nouns; while adverbial reduplications like '各各' and '數數' appear, they are not noun reduplications. Furthermore, the pronouns 渠 qú, 他 tā, and 伊 yī are not found in the text.",
月明童子經,T 534 ,False,False,False,False,False,False,False,"The text, translated by Dharmarakṣa during the Western Jin dynasty, exhibits a largely classical style. It does not use the prefix 阿 (ā) in a vernacular sense, only as part of transliterated terms like '阿僧祇劫'. The prefix 老 (lǎo) and the suffix 兒 (ér) are absent. No instances of reduplicated nouns (e.g., 人人, 時時) were found. Furthermore, the personal pronouns 渠 (qú), 他 (tā), and 伊 (yī), which are characteristic vernacular elements in early Chinese Buddhist texts, are not present in this excerpt.",
